capacity;failure_rate;id;margin;price;prod_cost;product_type;quality;warranty;market_share;attractiveness
15.863467389238027;0.038191165590046976;4595;696.9014314447229;894.9476372703357;198.0462058256128;1;1;3;0.007923039881769393;0.7618104239359441
31.296752641996328;0.035173008571317665;4200;633.1272811035928;823.8959807916876;190.7686996880948;1;1;3;0.006164995240897142;0.5927721819042621
19.078452327102507;0.032237327400182106;5222;727.7645287521232;876.5883443568868;148.82381560476358;1;1;3;0.0067611543448757635;0.6500936426708841
0.011016716482772547;0.04094791164100598;5427;704.3401851839789;856.5327396046498;152.19255442067094;1;1;3;0.005878957788071849;0.5652693147661338
16.101940030916904;0.036370899166454904;4962;637.8988153333584;817.0972495704665;179.19843423710813;1;1;3;0.007898885140047466;0.7594879146079796
19.91755611815036;0.03634244375855483;4171;675.0903366413647;843.9173490187247;168.82701237735995;1;2;3;0.008318338630104045;0.7998189044615928
22.867154435620385;0.035026362137608874;4819;768.7144352507233;925.2975865929354;156.58315134221206;1;1;3;0.006872087363769005;0.6607599944011093
0.024753102235418913;0.03513651481036488;5012;644.7329574436919;804.9703899967029;160.23743255301096;1;1;3;0.007271724769751702;0.6991856424119015
23.83043208451883;0.03906670493145186;5216;650.5902282578853;850.7009614500238;200.11073319213847;1;1;3;0.007689737495600956;0.7393781009432
25.05228110894298;0.03290687764896062;5260;675.6905981942664;75.42128007363266;0;1;1;3;0.005741651260451969;0.5520671164210319
19.952464846941105;0.03690179931092205;4191;658.0867516482383;850.0421440403435;191.9553923921052;1;2;3;0.008342092526027767;0.8021028719530878
24.43826433077183;0.038375396678837506;4435;628.8420110947634;802.1242992536463;173.28228815888286;1;1;3;0.007076813008996644;0.6804446271820562
24.254132962752998;0.03150391770732499;4870;652.4114106697909;819.8912556223964;167.47984495260548;1;2;3;0.009152937618032169;0.8800666652071872
24.231638288136182;0.040319220045180584;5383;743.5965837727086;420.2616220421784;0;1;1;3;0.005629914037462736;0.5413234394378178
22.26665558455648;0.03597328323281896;4493;679.0114048197413;853.0150458667108;174.00364104696945;1;2;3;0.009148654378591945;0.8796548262536457
23.66033259194921;0.039644159574217575;5219;672.7379727105132;840.5816336713682;167.84366096085503;1;1;3;0.007565191691397522;0.7274028624847925
15.23297351512488;0.03795882294161567;4514;639.9270247520542;828.7378431415201;188.81081838946596;1;1;3;0.007154036648733203;0.6878697789676669
15.700535964161867;0.04051932004427547;4764;642.2855165299044;794.8870326551864;152.60151612528205;1;2;3;0.008148859171286386;0.7835232376093538
16.08912200795415;0.03689978710226084;4295;694.1726119581809;869.8567859972422;175.68417403906133;1;3;3;0.009573395394003033;0.9204942184366677
19.931778716006242;0.04224717759338098;4482;712.0866179960474;849.8148972201443;137.7282792240969;1;1;3;0.006676459658380513;0.6419501401785479
16.727907586881354;0.03512508075845812;4085;693.9332228727426;872.2987171790866;178.36549430634403;1;1;3;0.00686422446138578;0.6600039662746178
20.102235212851145;0.03996108981151296;5118;611.7084771656325;793.5207975713959;181.8123204057634;1;1;3;0.007510899129452187;0.7221825631742572
20.36628275117134;0.032727172135762816;4188;695.5280194478626;873.8145298634794;178.28651041561685;1;1;3;0.0062305156005293925;0.5990720483308757
19.392038324438477;0.04016112927160449;5147;687.6409614971041;875.5996207376636;187.95865924055954;1;1;3;0.00732187839167251;0.7040079773423779
25.91956266317534;0.03240000020475156;4663;631.527318151192;830.2881651462282;198.76084699503605;1;1;3;0.007978047168458052;0.7670994449452003
27.603038452991687;0.03223618541171891;4368;614.1934423140507;809.7655529544929;195.57211064044225;1;1;3;0.007111526117312083;0.6837823369697814
15.747850008864528;0.03757288632434322;5101;663.7282022879549;846.1119064196814;182.38370413172655;1;3;3;0.008721367232265914;0.8385706203248072
8.60527742601837;0.034614644949366176;4867;664.6623441352432;828.3409110905027;163.67856695525953;1;1;3;0.00577639566315555;0.5554078352042251
23.173295358749396;0.039106869036654036;4638;746.1570492582214;935.8591638449911;189.7021145867697;1;2;3;0.006673372778945355;0.6416533327705038
32.26437420240042;0.03193171578464658;4338;698.2523872788274;830.6956564576565;132.44326917882898;1;2;3;0.009727008064582399;0.9352642732946858
23.26124608776295;0.03249472374420566;4820;641.7354091520442;824.9521858636016;183.21677671155732;1;1;3;0.007937386179616288;0.7631898388332238
23.291861832374256;0.036756449850919276;5028;723.2168790831112;883.1853621478126;159.96848306470142;1;2;3;0.008967231574603454;0.8622107914790467
17.766989924140688;0.03574828348528545;4330;645.2769644223769;831.9912306317742;186.71426620939732;1;3;3;0.009681969915990421;0.9309337976711701
29.931080331026013;0.036452710041789745;4350;614.9083670764292;791.8895930087107;176.98122593228152;1;2;3;0.008209426763440138;0.7893468891047348
9.289968351951757;0.04096727761813746;5057;672.3238781331207;852.9999536331915;180.67607550007074;1;1;3;0.0066052306859192625;0.6351013833229773
30.390305545176073;0.040677550877128876;5312;619.900417705674;374.7790971479902;0;1;1;3;0.005899785671516824;0.5672719424133094
